role,icd_code,icd_version_inferred,chapter,diagnosis,patients
secondary,,,,Excessive or frequent menstruation,2
secondary,,,,Opioid dependence with withdrawal,2
secondary,,,,"Pressure ulcer of sacral region, stage 3",2
secondary,,,,Other respiratory abnormalities,2
secondary,,,,Other postablative hypothyroidism,2
secondary,,,,Malignant ascites,2
secondary,,,,Cerebral embolism with cerebral infarction,2
secondary,,,,Septic pulmonary embolism,2
secondary,,,,"Allergic rhinitis, unspecified",2
secondary,,,,Type 1 diabetes mellitus with diabetic autonomic (poly)neuropathy,2
secondary,,,,Gastroparesis,2
secondary,,,,"Acute (reversible) ischemia of small intestine, extent unspecified",2
secondary,,,,Sarcoidosis,2
secondary,,,,Closed fracture of metatarsal bone(s),2
secondary,,,,"Body mass index [BMI] 19.9 or less, adult",2
secondary,,,,Percutaneous transluminal coronary angioplasty status,2
secondary,,,,Other toxic encephalopathy,2
secondary,,,,Hypokalemia,2
secondary,,,,"Calculus of bile duct without mention of cholecystitis, without mention of obstruction",2
secondary,,,,Edema,2
secondary,,,,Other nonspecific findings on examination of urine,2
secondary,,,,Other and unspecified anticonvulsants causing adverse effects in therapeutic use,2
secondary,,,,"Surgical operation with anastomosis, bypass, or graft, with natural or artificial tissues used as implant causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",2
secondary,,,,"Contusion of face, scalp, and neck except eye(s)",2
secondary,,,,"Infection following a procedure, other surgical site, initial encounter",2
secondary,,,,Pleural effusion in other conditions classified elsewhere,2
secondary,,,,Pure hyperglyceridemia,2
secondary,,,,Other specified diseases of anus and rectum,2
secondary,,,,"Spondylolisthesis, lumbar region",2
secondary,,,,Presence of coronary angioplasty implant and graft,2
secondary,,,,Cerebral infarction due to embolism of bilateral cerebellar arteries,2
secondary,,,,Examination of participant in clinical trial,2
secondary,,,,Other disorders of lung,2
secondary,,,,Obstructive chronic bronchitis with (acute) exacerbation,2
secondary,,,,Hematoma complicating a procedure,2
secondary,,,,Pathologic fracture of vertebrae,2
secondary,,,,"Elderly primigravida, delivered, with or without mention of antepartum condition",2
secondary,,,,Disruption of external operation (surgical) wound,2
secondary,,,,Personal history of other malignant neoplasm of large intestine,2
secondary,,,,Late effects of accidental fall,2
secondary,,,,"Alcohol abuse, in remission",2
secondary,,,,"Infection and inflammatory reaction due to indwelling urethral catheter, initial encounter",2
secondary,,,,"Other specified complication of cardiac prosthetic devices, implants and grafts, initial encounter",2
secondary,,,,Other late effects of cerebrovascular disease,2
secondary,,,,"Anoxic brain damage, not elsewhere classified",2
secondary,,,,Restless legs syndrome (RLS),2
secondary,,,,Atherosclerotic heart disease of native coronary artery with unspecified angina pectoris,2
secondary,,,,Intrahepatic bile duct carcinoma,2
secondary,,,,Secondary malignant neoplasm of adrenal gland,2
secondary,,,,Occlusion and stenosis of carotid artery without mention of cerebral infarction,2
secondary,,,,"Hereditary hemolytic anemia, unspecified",2
secondary,,,,Chronic lymphocytic leukemia of B-cell type not having achieved remission,2
secondary,,,,"Cellulitis and abscess of foot, except toes",2
secondary,,,,Dysarthria,2
secondary,,,,Secondary malignant neoplasm of other digestive organs,2
secondary,,,,Hepatic encephalopathy,2
secondary,,,,Adult hypertrophic pyloric stenosis,2
secondary,,,,"Polycystic kidney, unspecified type",2
secondary,,,,"Asthma, unspecified type, with (acute) exacerbation",2
secondary,,,,Vomiting alone,2
secondary,,,,"Osteoarthrosis, unspecified whether generalized or localized, site unspecified",2
secondary,,,,"Nontraumatic intracerebral hemorrhage, unspecified",2
secondary,,,,Alcoholic cirrhosis of liver with ascites,2
secondary,,,,"Hepatic failure, unspecified without coma",2
secondary,,,,History of falling,2
secondary,,,,"Other spondylosis, cervical region",2
secondary,,,,Perforation of gallbladder,2
secondary,,,,"Malignant neoplasm of liver, primary",2
secondary,,,,"Bipolar I disorder, most recent episode (or current) depressed, unspecified",2
secondary,,,,Abnormal coagulation profile,2
secondary,,,,"Oligohydramnios, third trimester, not applicable or unspecified",2
secondary,,,,Personal history of irradiation,2
secondary,,,,Hemoperitoneum (nontraumatic),2
secondary,,,,Unspecified convulsions,2
secondary,,,,Chronic hepatitis C without mention of hepatic coma,2
secondary,,,,Pneumonia due to other Gram-negative bacteria,2
secondary,,,,Assault by cutting and piercing instrument,2
secondary,,,,"Quadriplegia, unspecified",2
secondary,,,,"Body mass index [BMI] 39.0-39.9, adult",2
secondary,,,,"Previous cesarean delivery, delivered, with or without mention of antepartum condition",2
secondary,,,,"Hydrocephalus, unspecified",2
secondary,,,,"Maternal pyrexia during labor, unspecified, delivered, with or without mention of antepartum condition",2
secondary,,,,Neurologic neglect syndrome,2
secondary,,,,Nausea alone,2
secondary,,,,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",2
secondary,,,,Anemia in neoplastic disease,2
secondary,,,,"Twin pregnancy, delivered, with or without mention of antepartum condition",2
secondary,,,,Other persistent atrial fibrillation,2
secondary,,,,"Viral hepatitis B without mention of hepatic coma, acute or unspecified, without mention of hepatitis delta",2
secondary,,,,Posttraumatic stress disorder,2
secondary,,,,Other musculoskeletal symptoms referable to limbs,2
secondary,,,,"Other and unspecified alcohol dependence, unspecified",2
secondary,,,,Anemia complicating childbirth,2
secondary,,,,Nontoxic uninodular goiter,2
secondary,,,,Guillain-Barre syndrome,2
secondary,,,,Accidents occurring in residential institution,2
secondary,,,,Nontraumatic chronic subdural hemorrhage,2
secondary,,,,"Herpesviral infection, unspecified",2
secondary,,,,Postinflammatory pulmonary fibrosis,2
secondary,,,,Amniotic fluid embolism in childbirth,2
secondary,,,,Congenital deficiency of other clotting factors,2
secondary,,,,"Alcohol abuse, uncomplicated",2
secondary,,,,Other secondary pulmonary hypertension,2
secondary,,,,Diseases of tricuspid valve,2
secondary,,,,"Diabetes with renal manifestations, type II or unspecified type, not stated as uncontrolled",2
secondary,,,,"Eating disorder, unspecified",2
secondary,,,,Personal history of other diseases of the circulatory system,2
secondary,,,,Empyema without mention of fistula,2
secondary,,,,Methicillin susceptible Staphylococcus aureus septicemia,2
secondary,,,,"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium",2
secondary,,,,"Stenosis of coronary artery stent, initial encounter",2
secondary,,,,"Hepatitis, unspecified",2
secondary,,,,"Suicide and self-inflicted poisoning by analgesics, antipyretics, and antirheumatics",2
secondary,,,,Nonrheumatic aortic (valve) stenosis,2
secondary,,,,Malignant neoplasm of rectosigmoid junction,2
secondary,,,,Enterocolitis due to Clostridium difficile,2
secondary,,,,"Body Mass Index 45.0-49.9, adult",2
secondary,,,,Other and unspecified coagulation defects,2
secondary,,,,Iatrogenic pulmonary embolism and infarction,2
secondary,,,,"Supervision of elderly multigravida, third trimester",2
secondary,,,,Ileostomy status,2
secondary,,,,Presence of aortocoronary bypass graft,2
secondary,,,,Other cardiomyopathies,2
secondary,,,,Other closed fractures of distal end of radius (alone),2
secondary,,,,Lack of coordination,2
secondary,,,,Homicidal ideation,2
secondary,,,,Communicating hydrocephalus,2
secondary,,,,Hyperosmolality and hypernatremia,2
secondary,,,,"Acute upper respiratory infection, unspecified",2
secondary,,,,Nausea with vomiting,2
secondary,,,,"Traumatic shock, initial encounter",2
secondary,,,,"Cannabis use, unspecified, uncomplicated",2
secondary,,,,Cellulitis and abscess of face,2
secondary,,,,Anemia in other chronic diseases classified elsewhere,2
secondary,,,,"Leukocytopenia, unspecified",2
secondary,,,,Coronary atherosclerosis of autologous vein bypass graft,2
secondary,,,,Cyst and pseudocyst of pancreas,2
secondary,,,,Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb,2
secondary,,,,"Coronary atherosclerosis of unspecified type of vessel, native or graft",2
secondary,,,,Atherosclerosis of native arteries of the extremities with ulceration,2
secondary,,,,Diarrhea,2
secondary,,,,Localized adiposity,2
secondary,,,,Acute postprocedural respiratory failure,2
secondary,,,,Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury,2
secondary,,,,Parkinson's disease,2
secondary,,,,Ventilator associated pneumonia,2
secondary,,,,"Surgical procedure, unspecified as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",2
secondary,,,,Dementia in conditions classified elsewhere with behavioral disturbance,2
secondary,,,,Delusional disorders,2
secondary,,,,Nausea,2
secondary,,,,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified",2
secondary,,,,"Anemia of mother, delivered, with or without mention of antepartum condition",2
secondary,,,,Obstructive chronic bronchitis without exacerbation,2
secondary,,,,Acquired absence of intestine (large) (small),2
secondary,,,,Acquired absence of other specified parts of digestive tract,2
secondary,,,,"Osteoarthrosis, localized, not specified whether primary or secondary, pelvic region and thigh",2
secondary,,,,Cellulitis and abscess of mouth,2
secondary,,,,Hypoxemia,2
secondary,,,,Liver cell carcinoma,2
secondary,,,,"Fluid overload, unspecified",2
secondary,,,,"Radiculopathy, cervical region",2
secondary,,,,Antirheumatics [antiphlogistics] causing adverse effects in therapeutic use,2
secondary,,,,Other motor vehicle traffic accident involving collision with motor vehicle injuring driver of motor vehicle other than motorcycle,2
secondary,,,,Acute venous embolism and thrombosis of deep vessels of distal lower extremity,2
secondary,,,,Other shock without mention of trauma,2
secondary,,,,NIHSS score 0,1
secondary,,,,"Traumatic subdural hemorrhage with loss of consciousness of unspecified duration, subsequent encounter",1
secondary,,,,"Twin pregnancy, dichorionic/diamniotic, third trimester",1
secondary,,,,"Twins, both liveborn",1
secondary,,,,"Traumatic compartment syndrome of left lower extremity, initial encounter",1
secondary,,,,"Unspecified fracture of shaft of left fibula, initial encounter for closed fracture",1
secondary,,,,Cerebral infarction due to embolism of unspecified cerebral artery,1
secondary,,,,Acute and subacute hepatic failure without coma,1
secondary,,,,Type 1 diabetes mellitus with ketoacidosis without coma,1
secondary,,,,Presence of insulin pump (external) (internal),1
secondary,,,,"Pathological fracture, pelvis, initial encounter for fracture",1
secondary,,,,Abdominal aneurysm without mention of rupture,1
secondary,,,,Retained cholelithiasis following cholecystectomy,1
secondary,,,,Transient visual loss,1
secondary,,,,"Malignant neoplasm of bone and articular cartilage, unspecified",1
secondary,,,,Arthrodesis status,1
secondary,,,,Type 2 diabetes mellitus with diabetic nephropathy,1
secondary,,,,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration",1
secondary,,,,Closed fracture of unspecified part of fibula with tibia,1
secondary,,,,"Acute alcoholic intoxication in alcoholism, unspecified",1
secondary,,,,Pneumonia due to Methicillin resistant Staphylococcus aureus,1
secondary,,,,Personal history of other malignant neoplasm of bronchus and lung,1
secondary,,,,Personal history of malignant neoplasm of soft tissue,1
secondary,,,,Personal history of venous thrombosis and embolism,1
secondary,,,,"Vascular disorder of intestine, unspecified",1
secondary,,,,"Obstruction by bony pelvis during labor, delivered, with or without mention of antepartum condition",1
secondary,,,,Long term (current) use of oral hypoglycemic drugs,1
secondary,,,,"Conjunctival hemorrhage, left eye",1
secondary,,,,Atherosclerosis of autologous vein coronary artery bypass graft(s) with unspecified angina pectoris,1
